,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,,,,,,,,
212,0,3,male,22,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
214,0,3,male,,1,0,7.75,Q,Third,man,TRUE,,Queenstown,no,FALSE,,,,,,,,
216,1,3,female,27,0,0,7.925,S,Third,woman,FALSE,,Southampton,yes,TRUE,,,,,,,,
220,1,3,male,16,0,0,8.05,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
222,0,3,male,51,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
223,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
225,0,3,male,22,0,0,9.35,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
227,0,3,male,20.5,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
229,0,3,female,,3,1,25.4667,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
231,0,3,male,29,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
233,1,3,female,5,4,2,31.3875,S,Third,child,FALSE,,Southampton,yes,FALSE,,,,,,,,
235,0,3,female,,0,0,7.55,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
240,0,3,female,,1,0,14.4542,C,Third,woman,FALSE,,Cherbourg,no,FALSE,,,,,,,,
241,1,3,female,,1,0,15.5,Q,Third,woman,FALSE,,Queenstown,yes,FALSE,,,,,,,,
243,0,3,male,22,0,0,7.125,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
244,0,3,male,30,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
246,0,3,female,25,0,0,7.775,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
250,0,3,male,,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
251,0,3,female,29,1,1,10.4625,S,Third,woman,FALSE,G,Southampton,no,FALSE,,,,,,,,
253,0,3,male,30,1,0,16.1,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
254,0,3,female,41,0,2,20.2125,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
255,1,3,female,29,0,2,15.2458,C,Third,woman,FALSE,,Cherbourg,yes,FALSE,,,,,,,,
260,0,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
261,1,3,male,3,4,2,31.3875,S,Third,child,FALSE,,Southampton,yes,FALSE,,,,,,,,
264,0,3,female,,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE,,,,,,,,
266,0,3,male,16,4,1,39.6875,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
267,1,3,male,25,1,0,7.775,S,Third,man,TRUE,,Southampton,yes,FALSE,,,,,,,,
271,1,3,male,25,0,0,0,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
274,1,3,female,,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,,,,,,,,
276,0,3,female,45,0,0,7.75,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
278,0,3,male,7,4,1,29.125,Q,Third,child,FALSE,,Queenstown,no,FALSE,,,,,,,,
279,1,3,female,35,1,1,20.25,S,Third,woman,FALSE,,Southampton,yes,FALSE,,,,,,,,
280,0,3,male,65,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
281,0,3,male,28,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
282,0,3,male,16,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
283,1,3,male,19,0,0,8.05,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
285,0,3,male,33,0,0,8.6625,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
286,1,3,male,30,0,0,9.5,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
287,0,3,male,22,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
289,1,3,female,22,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,,,,,,,,
293,0,3,female,24,0,0,8.85,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
294,0,3,male,24,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
296,0,3,male,23.5,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
300,1,3,female,,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,,,,,,,,
301,1,3,male,,2,0,23.25,Q,Third,man,TRUE,,Queenstown,yes,FALSE,,,,,,,,
302,0,3,male,19,0,0,0,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
304,0,3,male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
313,0,3,male,28,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
315,1,3,female,26,0,0,7.8542,S,Third,woman,FALSE,,Southampton,yes,TRUE,,,,,,,,
320,0,3,male,22,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
321,0,3,male,27,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
324,0,3,male,,8,2,69.55,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
326,0,3,male,61,0,0,6.2375,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
328,1,3,female,31,1,1,20.525,S,Third,woman,FALSE,,Southampton,yes,FALSE,,,,,,,,
330,1,3,female,,2,0,23.25,Q,Third,woman,FALSE,,Queenstown,yes,FALSE,,,,,,,,
333,0,3,male,16,2,0,18,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
335,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
338,1,3,male,45,0,0,8.05,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
347,1,3,female,,1,0,16.1,S,Third,woman,FALSE,,Southampton,yes,FALSE,,,,,,,,
348,1,3,male,3,1,1,15.9,S,Third,child,FALSE,,Southampton,yes,FALSE,,,,,,,,
349,0,3,male,42,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
350,0,3,male,23,0,0,9.225,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
352,0,3,male,15,1,1,7.2292,C,Third,child,FALSE,,Cherbourg,no,FALSE,,,,,,,,
353,0,3,male,25,1,0,17.8,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
354,0,3,male,,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
355,0,3,male,28,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
358,1,3,female,,0,0,7.8792,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,,,,,,,,
359,1,3,female,,0,0,7.8792,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,,,,,,,,
360,0,3,male,40,1,4,27.9,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
362,0,3,female,45,0,1,14.4542,C,Third,woman,FALSE,,Cherbourg,no,FALSE,,,,,,,,
363,0,3,male,35,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
364,0,3,male,,1,0,15.5,Q,Third,man,TRUE,,Queenstown,no,FALSE,,,,,,,,
365,0,3,male,30,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
367,1,3,female,,0,0,7.2292,C,Third,woman,FALSE,,Cherbourg,yes,TRUE,,,,,,,,
368,1,3,female,,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,,,,,,,,
371,0,3,male,18,1,0,6.4958,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
372,0,3,male,19,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
374,0,3,female,3,3,1,21.075,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
376,1,3,female,22,0,0,7.25,S,Third,woman,FALSE,,Southampton,yes,TRUE,,,,,,,,
378,0,3,male,20,0,0,4.0125,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
379,0,3,male,19,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
381,1,3,female,1,0,2,15.7417,C,Third,child,FALSE,,Cherbourg,yes,FALSE,,,,,,,,
382,0,3,male,32,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
384,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
386,0,3,male,1,5,2,46.9,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
388,0,3,male,,0,0,7.7292,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
391,1,3,male,21,0,0,7.7958,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
392,0,3,male,28,2,0,7.925,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
394,1,3,female,24,0,2,16.7,S,Third,woman,FALSE,G,Southampton,yes,FALSE,,,,,,,,
395,0,3,male,22,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
396,0,3,female,31,0,0,7.8542,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
400,1,3,male,39,0,0,7.925,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
401,0,3,male,26,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
402,0,3,female,21,1,0,9.825,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
403,0,3,male,28,1,0,15.85,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
404,0,3,female,20,0,0,8.6625,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
406,0,3,male,51,0,0,7.75,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
408,0,3,male,21,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
409,0,3,female,,3,1,25.4667,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
410,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
411,0,3,male,,0,0,6.8583,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
414,1,3,male,44,0,0,7.925,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
415,0,3,female,,0,0,8.05,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
419,0,3,female,10,0,2,24.15,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
420,0,3,male,,0,0,7.8958,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
421,0,3,male,21,0,0,7.7333,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
422,0,3,male,29,0,0,7.875,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
423,0,3,female,28,1,1,14.4,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
424,0,3,male,18,1,1,20.2125,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
425,0,3,male,,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
428,0,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
429,1,3,male,32,0,0,8.05,S,Third,man,TRUE,E,Southampton,yes,TRUE,,,,,,,,
431,1,3,female,,1,0,16.1,S,Third,woman,FALSE,,Southampton,yes,FALSE,,,,,,,,
433,0,3,male,17,0,0,7.125,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
436,0,3,female,21,2,2,34.375,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
441,0,3,male,20,0,0,9.5,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
442,0,3,male,25,1,0,7.775,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
444,1,3,male,,0,0,8.1125,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
448,1,3,female,5,2,1,19.2583,C,Third,child,FALSE,,Cherbourg,yes,FALSE,,,,,,,,
451,0,3,male,,1,0,19.9667,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
454,0,3,male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
455,1,3,male,29,0,0,7.8958,C,Third,man,TRUE,,Cherbourg,yes,TRUE,,,,,,,,
459,0,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
461,0,3,male,34,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
464,0,3,male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
465,0,3,male,38,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
468,0,3,male,,0,0,7.725,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
469,1,3,female,0.75,2,1,19.2583,C,Third,child,FALSE,,Cherbourg,yes,FALSE,,,,,,,,
470,0,3,male,,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
471,0,3,male,38,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
474,0,3,female,22,0,0,9.8375,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
477,0,3,male,29,1,0,7.0458,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
478,0,3,male,22,0,0,7.5208,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
479,1,3,female,2,0,1,12.2875,S,Third,child,FALSE,,Southampton,yes,FALSE,,,,,,,,
480,0,3,male,9,5,2,46.9,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
482,0,3,male,50,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
483,1,3,female,63,0,0,9.5875,S,Third,woman,FALSE,,Southampton,yes,TRUE,,,,,,,,
485,0,3,female,,3,1,25.4667,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
488,0,3,male,30,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
489,1,3,male,9,1,1,15.9,S,Third,child,FALSE,,Southampton,yes,FALSE,,,,,,,,
490,0,3,male,,1,0,19.9667,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
491,0,3,male,21,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
494,0,3,male,21,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
495,0,3,male,,0,0,14.4583,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
497,0,3,male,,0,0,15.1,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
499,0,3,male,24,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
500,0,3,male,17,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
501,0,3,female,21,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE,,,,,,,,
502,0,3,female,,0,0,7.6292,Q,Third,woman,FALSE,,Queenstown,no,TRUE,,,,,,,,
503,0,3,female,37,0,0,9.5875,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
508,0,3,male,28,0,0,22.525,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
509,1,3,male,26,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
510,1,3,male,29,0,0,7.75,Q,Third,man,TRUE,,Queenstown,yes,TRUE,,,,,,,,
511,0,3,male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
514,0,3,male,24,0,0,7.4958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
517,0,3,male,,0,0,24.15,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
519,0,3,male,32,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
521,0,3,male,22,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
522,0,3,male,,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
524,0,3,male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
525,0,3,male,40.5,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
528,0,3,male,39,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
531,0,3,male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
532,0,3,male,17,1,1,7.2292,C,Third,man,TRUE,,Cherbourg,no,FALSE,,,,,,,,
533,1,3,female,,0,2,22.3583,C,Third,woman,FALSE,,Cherbourg,yes,FALSE,,,,,,,,
534,0,3,female,30,0,0,8.6625,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
538,0,3,male,,0,0,14.5,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
541,0,3,female,9,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
542,0,3,female,11,4,2,31.275,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
548,0,3,male,33,1,1,20.525,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
552,0,3,male,,0,0,7.8292,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
553,1,3,male,22,0,0,7.225,C,Third,man,TRUE,,Cherbourg,yes,TRUE,,,,,,,,
554,1,3,female,22,0,0,7.775,S,Third,woman,FALSE,,Southampton,yes,TRUE,,,,,,,,
559,1,3,female,36,1,0,17.4,S,Third,woman,FALSE,,Southampton,yes,FALSE,,,,,,,,
560,0,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
561,0,3,male,40,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
563,0,3,male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
564,0,3,female,,0,0,8.05,S,Third,woman,FALSE,,Southampton,no,TRUE,,,,,,,,
565,0,3,male,24,2,0,24.15,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
566,0,3,male,19,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
567,0,3,female,29,0,4,21.075,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
568,0,3,male,,0,0,7.2292,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
569,1,3,male,32,0,0,7.8542,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
573,1,3,female,,0,0,7.75,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,,,,,,,,
574,0,3,male,16,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
575,0,3,male,19,0,0,14.5,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
578,0,3,female,,1,0,14.4583,C,Third,woman,FALSE,,Cherbourg,no,FALSE,,,,,,,,
579,1,3,male,32,0,0,7.925,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
584,0,3,male,,0,0,8.7125,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
588,0,3,male,22,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
589,0,3,male,,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
590,0,3,male,35,0,0,7.125,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
592,0,3,male,47,0,0,7.25,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
593,0,3,female,,0,2,7.75,Q,Third,woman,FALSE,,Queenstown,no,FALSE,,,,,,,,
595,0,3,male,36,1,1,24.15,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
597,0,3,male,49,0,0,0,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
598,0,3,male,,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
601,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
603,0,3,male,44,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
605,0,3,male,36,1,0,15.55,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
606,0,3,male,30,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
610,0,3,female,39,1,5,31.275,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
611,0,3,male,,0,0,7.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
612,1,3,female,,1,0,15.5,Q,Third,woman,FALSE,,Queenstown,yes,FALSE,,,,,,,,
613,0,3,male,,0,0,7.75,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
614,0,3,male,35,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
616,0,3,male,34,1,1,14.4,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
617,0,3,female,26,1,0,16.1,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
620,0,3,male,27,1,0,14.4542,C,Third,man,TRUE,,Cherbourg,no,FALSE,,,,,,,,
622,1,3,male,20,1,1,15.7417,C,Third,man,TRUE,,Cherbourg,yes,FALSE,,,,,,,,
623,0,3,male,21,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
624,0,3,male,21,0,0,16.1,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
628,0,3,male,26,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
629,0,3,male,,0,0,7.7333,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
631,0,3,male,51,0,0,7.0542,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
634,0,3,female,9,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
636,0,3,male,32,0,0,7.925,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
638,0,3,female,41,0,5,39.6875,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
639,0,3,male,,1,0,16.1,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
640,0,3,male,20,0,0,7.8542,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
642,0,3,female,2,3,2,27.9,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
643,1,3,male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
644,1,3,female,0.75,2,1,19.2583,C,Third,child,FALSE,,Cherbourg,yes,FALSE,,,,,,,,
646,0,3,male,19,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
648,0,3,male,,0,0,7.55,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
649,1,3,female,23,0,0,7.55,S,Third,woman,FALSE,,Southampton,yes,TRUE,,,,,,,,
650,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
652,0,3,male,21,0,0,8.4333,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
653,1,3,female,,0,0,7.8292,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,,,,,,,,
654,0,3,female,18,0,0,6.75,Q,Third,woman,FALSE,,Queenstown,no,TRUE,,,,,,,,
656,0,3,male,,0,0,7.8958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
657,0,3,female,32,1,1,15.5,Q,Third,woman,FALSE,,Queenstown,no,FALSE,,,,,,,,
661,0,3,male,40,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
663,0,3,male,36,0,0,7.4958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
664,1,3,male,20,1,0,7.925,S,Third,man,TRUE,,Southampton,yes,FALSE,,,,,,,,
667,0,3,male,,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
668,0,3,male,43,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
675,0,3,male,18,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
676,0,3,male,24.5,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
677,1,3,female,18,0,0,9.8417,S,Third,woman,FALSE,,Southampton,yes,TRUE,,,,,,,,
678,0,3,female,43,1,6,46.9,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
680,0,3,female,,0,0,8.1375,Q,Third,woman,FALSE,,Queenstown,no,TRUE,,,,,,,,
682,0,3,male,20,0,0,9.225,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
683,0,3,male,14,5,2,46.9,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
686,0,3,male,14,4,1,39.6875,S,Third,child,FALSE,,Southampton,no,FALSE,,,,,,,,
687,0,3,male,19,0,0,10.1708,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
688,0,3,male,18,0,0,7.7958,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
691,1,3,female,4,0,1,13.4167,C,Third,child,FALSE,,Cherbourg,yes,FALSE,,,,,,,,
692,1,3,male,,0,0,56.4958,S,Third,man,TRUE,,Southampton,yes,TRUE,,,,,,,,
693,0,3,male,25,0,0,7.225,C,Third,man,TRUE,,Cherbourg,no,TRUE,,,,,,,,
696,0,3,male,44,0,0,8.05,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
697,1,3,female,,0,0,7.7333,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,,,,,,,,
699,0,3,male,42,0,0,7.65,S,Third,man,TRUE,F,Southampton,no,TRUE,,,,,,,,
702,0,3,female,18,0,1,14.4542,C,Third,woman,FALSE,,Cherbourg,no,FALSE,,,,,,,,
703,0,3,male,25,0,0,7.7417,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
704,0,3,male,26,1,0,7.8542,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
709,1,3,male,,1,1,15.2458,C,Third,man,TRUE,,Cherbourg,yes,FALSE,,,,,,,,
713,0,3,male,29,0,0,9.4833,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
715,0,3,male,19,0,0,7.65,S,Third,man,TRUE,F,Southampton,no,TRUE,,,,,,,,
718,0,3,male,,0,0,15.5,Q,Third,man,TRUE,,Queenstown,no,TRUE,,,,,,,,
719,0,3,male,33,0,0,7.775,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
721,0,3,male,17,1,0,7.0542,S,Third,man,TRUE,,Southampton,no,FALSE,,,,,,,,
725,0,3,male,20,0,0,8.6625,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
727,1,3,female,,0,0,7.7375,Q,Third,woman,FALSE,,Queenstown,yes,TRUE,,,,,,,,
729,0,3,female,25,1,0,7.925,S,Third,woman,FALSE,,Southampton,no,FALSE,,,,,,,,
731,0,3,male,11,0,0,18.7875,C,Third,child,FALSE,,Cherbourg,no,TRUE,,,,,,,,
735,0,3,male,28.5,0,0,16.1,S,Third,man,TRUE,,Southampton,no,TRUE,,,,,,,,
